year,country,value,indicator
2020,韩国,75.0,数据中心数量
2021,韩国,105.0,数据中心数量
2022,韩国,135.0,数据中心数量
2023,韩国,155.0,数据中心数量
2024,韩国,173.0,数据中心数量
2025,韩国,234.0,数据中心数量
2026,韩国,296.8430381781991,数据中心数量
2027,韩国,370.189143193335,数据中心数量
2028,韩国,461.6581294251164,数据中心数量
2029,韩国,575.7279282309719,数据中心数量
2030,韩国,717.98291033645,数据中心数量
2031,韩国,895.3872728029091,数据中心数量
2032,韩国,1116.6259764062415,数据中心数量
2033,韩国,1392.5299242662395,数据中心数量
2034,韩国,1736.6061966585066,数据中心数量
2035,韩国,2165.699300043292,数据中心数量
2016,中国,5632.0,电能生产
2017,中国,6046.0,电能生产
2018,中国,6477.0,电能生产
2019,中国,6807.0,电能生产
2020,中国,6939.0,电能生产
2021,中国,7418.0,电能生产
2022,中国,7609.0,电能生产
2023,中国,8258.0,电能生产
2024,中国,8500.0,电能生产
2025,中国,8800.0,电能生产
2026,中国,9297.971423487994,电能生产
2027,中国,9739.25993024517,电能生产
2028,中国,10201.492311459035,电能生产
2029,中国,10685.66257869036,电能生产
2030,中国,11192.811920013279,电能生产
2031,中国,11724.030939047909,电能生产
2032,中国,12280.462000257394,电能生产
2033,中国,12863.30168555607,电能生产
2034,中国,13473.803367508692,电能生产
2035,中国,14113.279904655996,电能生产
2016,加拿大,757.0,电能生产
2017,加拿大,758.0,电能生产
2018,加拿大,762.0,电能生产
2019,加拿大,755.0,电能生产
2020,加拿大,756.0,电能生产
2021,加拿大,755.0,电能生产
2022,加拿大,758.0,电能生产
2023,加拿大,725.0,电能生产
2024,加拿大,709.0,电能生产
2025,加拿大,720.0,电能生产
2026,加拿大,714.1591281761939,电能生产
2027,加拿大,708.3258946326823,电能生产
2028,加拿大,702.5403067919542,电能生产
2029,加拿大,696.8019754851557,电能生产
2030,加拿大,691.1105147220951,电能生产
2031,加拿大,685.4655416653695,电能生产
2032,加拿大,679.8666766046226,电能生产
2033,加拿大,674.3135429308604,电能生产
2034,加拿大,668.8057671113056,电能生产
2035,加拿大,663.3429786641791,电能生产
2016,印度,1455.0,电能生产
2017,印度,1490.0,电能生产
2018,印度,1567.0,电能生产
2019,印度,1603.0,电能生产
2020,印度,1588.0,电能生产
2021,印度,1667.0,电能生产
2022,印度,1736.0,电能生产
2023,印度,1820.0,电能生产
2024,印度,1865.0,电能生产
2025,印度,1920.0,电能生产
2026,印度,1978.5630007863729,电能生产
2027,印度,2042.11881725907,电能生产
2028,印度,2107.7161870236887,电能生产
2029,印度,2175.420689284045,电能生产
2030,印度,2245.3000097929616,电能生产
2031,印度,2317.4240085192287,电能生产
2032,印度,2391.8647894882015,电能生产
2033,印度,2468.6967728659365,电能生产
2034,印度,2547.9967693586805,电能生产
2035,印度,2629.844057002294,电能生产
2016,德国,648.0,电能生产
2017,德国,655.0,电能生产
2018,德国,646.0,电能生产
2019,德国,612.0,电能生产
2020,德国,571.0,电能生产
2021,德国,585.0,电能生产
2022,德国,586.0,电能生产
2023,德国,567.0,电能生产
2024,德国,592.0,电能生产
2025,德国,610.0,电能生产
2026,德国,567.6061687590773,电能生产
2027,德国,560.8997589479332,电能生产
2028,德国,554.2725870574213,电能生产
2029,德国,547.7237168715656,电能生产
2030,德国,541.2522232360134,电能生产
2031,德国,534.8571919273309,电能生产
2032,德国,528.5377195238761,电能生产
2033,德国,522.2929132781501,电能生产
2034,德国,516.1218909907111,电能生产
2035,德国,510.02378088550176,电能生产
2016,日本,1016.0,电能生产
2017,日本,1047.0,电能生产
2018,日本,1084.0,电能生产
2019,日本,1068.0,电能生产
2020,日本,1029.0,电能生产
2021,日本,1034.0,电能生产
2022,日本,1040.0,电能生产
2023,日本,1007.0,电能生产
2024,日本,1010.0,电能生产
2025,日本,1025.0,电能生产
2026,日本,1003.5314327933593,电能生产
2027,日本,996.7648437234457,电能生产
2028,日本,990.0438802574063,电能生产
2029,日本,983.368234752008,电能生产
2030,日本,976.7376016382477,电能生产
2031,日本,970.1516774076736,电能生产
2032,日本,963.6101605981239,电能生产
2033,日本,957.1127517803689,电能生产
2034,日本,950.6591535439657,电能生产
2035,日本,944.2490704839001,电能生产
2016,法国,519.0,电能生产
2017,法国,537.0,电能生产
2018,法国,549.0,电能生产
2019,法国,537.0,电能生产
2020,法国,497.0,电能生产
2021,法国,536.0,电能生产
2022,法国,445.0,电能生产
2023,法国,517.0,电能生产
2024,法国,541.0,电能生产
2025,法国,555.0,电能生产
2026,法国,520.0007518167258,电能生产
2027,法国,519.249408630596,电能生产
2028,法国,518.499151051743,电能生产
2029,法国,517.7499775114702,电能生产
2030,法国,517.0018864436424,电能生产
2031,法国,516.2548762840452,电能生产
2032,法国,515.5089454710251,电能生产
2033,法国,514.7640924448497,电能生产
2034,法国,514.0203156485222,电能生产
2035,法国,513.2776135267341,电能生产
2016,美国,4089.0,电能生产
2017,美国,4058.0,电能生产
2018,美国,4179.0,电能生产
2019,美国,4124.0,电能生产
2020,美国,4005.0,电能生产
2021,美国,4120.0,电能生产
2022,美国,4187.0,电能生产
2023,美国,4194.0,电能生产
2024,美国,4245.0,电能生产
2025,美国,4300.0,电能生产
2026,美国,4283.035948493052,电能生产
2027,美国,4308.828609183431,电能生产
2028,美国,4334.776594590396,电能生产
2029,美国,4360.880840087542,电能生产
2030,美国,4387.142286680988,电能生产
2031,美国,4413.561881043599,电能生产
2032,美国,4440.140575549682,电能生产
2033,美国,4466.879328308161,电能生产
2034,美国,4493.779103197972,电能生产
2035,美国,4520.840869902633,电能生产
2016,英国,335.0,电能生产
2017,英国,336.0,电能生产
2018,英国,335.0,电能生产
2019,英国,323.0,电能生产
2020,英国,312.0,电能生产
2021,英国,329.0,电能生产
2022,英国,338.0,电能生产
2023,英国,329.0,电能生产
2024,英国,324.0,电能生产
2025,英国,330.0,电能生产
2026,英国,326.85278751852456,电能生产
2027,英国,326.53559608891374,电能生产
2028,英国,326.2187124748598,电能生产
2029,英国,325.9021363778156,电能生产
2030,英国,325.58586749923415,电能生产
2031,英国,325.26990554103395,电能生产
2032,英国,324.9542502053082,电能生产
2033,英国,324.63890119461576,电能生产
2034,英国,324.3238582116319,电能生产
2035,英国,324.0091209592647,电能生产
2016,阿联酋,130.0,电能生产
2017,阿联酋,134.0,电能生产
2018,阿联酋,136.0,电能生产
2019,阿联酋,138.0,电能生产
2020,阿联酋,137.0,电能生产
2021,阿联酋,143.0,电能生产
2022,阿联酋,148.0,电能生产
2023,阿联酋,167.0,电能生产
2024,阿联酋,177.0,电能生产
2025,阿联酋,185.0,电能生产
2026,阿联酋,188.51772705322492,电能生产
2027,阿联酋,197.19290455593728,电能生产
2028,阿联酋,206.26729493841685,电能生产
2029,阿联酋,215.75926911275928,电能生产
2030,阿联酋,225.68804338066002,电能生产
2031,阿联酋,236.07371833638717,电能生产
2032,阿联酋,246.93731956003012,电能生产
2033,阿联酋,258.3008401833331,电能生产
2034,阿联酋,270.1872854143321,电能生产
2035,阿联酋,282.6207191109088,电能生产
2016,韩国,574.0,电能生产
2017,韩国,579.0,电能生产
2018,韩国,604.0,电能生产
2019,韩国,585.0,电能生产
2020,韩国,563.0,电能生产
2021,韩国,576.0,电能生产
2022,韩国,594.0,电能生产
2023,韩国,601.0,电能生产
2024,韩国,607.0,电能生产
2025,韩国,615.0,电能生产
2026,韩国,609.9662085473537,电能生产
2027,韩国,613.7328016874526,电能生产
2028,韩国,617.5226538600982,电能生产
2029,韩国,621.3359086917335,电能生产
2030,韩国,625.1727106957987,电能生产
2031,韩国,629.0332052781305,电能生产
2032,韩国,632.9175387423165,电能生产
2033,韩国,636.8258582955605,电能生产
2034,韩国,640.7583120539639,电能生产
2035,韩国,644.7150490482745,电能生产
2016,中国,80.0,顶尖AI学者数量
2017,中国,100.0,顶尖AI学者数量
2018,中国,125.0,顶尖AI学者数量
2019,中国,150.0,顶尖AI学者数量
2020,中国,171.0,顶尖AI学者数量
2021,中国,222.0,顶尖AI学者数量
2022,中国,232.0,顶尖AI学者数量
2023,中国,276.0,顶尖AI学者数量
2024,中国,300.0,顶尖AI学者数量
2025,中国,330.0,顶尖AI学者数量
2026,中国,396.12717010926303,顶尖AI学者数量
2027,中国,453.84464969756664,顶尖AI学者数量
2028,中国,519.9718211762447,顶尖AI学者数量
2029,中国,595.7340138250211,顶尖AI学者数量
2030,中国,682.5350928156877,顶尖AI学者数量
2031,中国,781.9834726807276,顶尖AI学者数量
2032,中国,895.9219210592873,顶尖AI学者数量
2033,中国,1026.4617049806702,顶尖AI学者数量
2034,中国,1176.021712412261,顶尖AI学者数量
2035,中国,1347.3732739899006,顶尖AI学者数量
2016,加拿大,15.0,顶尖AI学者数量
2017,加拿大,20.0,顶尖AI学者数量
2018,加拿大,28.0,顶尖AI学者数量
2019,加拿大,35.0,顶尖AI学者数量
2020,加拿大,40.0,顶尖AI学者数量
2021,加拿大,46.0,顶尖AI学者数量
2022,加拿大,45.0,顶尖AI学者数量
2023,加拿大,41.0,顶尖AI学者数量
2024,加拿大,40.0,顶尖AI学者数量
2025,加拿大,39.0,顶尖AI学者数量
2026,加拿大,50.13333333333321,顶尖AI学者数量
2027,加拿大,52.90303030303039,顶尖AI学者数量
2028,加拿大,55.67272727272757,顶尖AI学者数量
2029,加拿大,58.44242424242475,顶尖AI学者数量
2030,加拿大,61.21212121212193,顶尖AI学者数量
2031,加拿大,63.98181818181911,顶尖AI学者数量
2032,加拿大,66.75151515151629,顶尖AI学者数量
2033,加拿大,69.52121212121347,顶尖AI学者数量
2034,加拿大,72.29090909090974,顶尖AI学者数量
2035,加拿大,75.06060606060691,顶尖AI学者数量
2016,印度,2.0,顶尖AI学者数量
2017,印度,3.0,顶尖AI学者数量
2018,印度,4.0,顶尖AI学者数量
2019,印度,4.0,顶尖AI学者数量
2020,印度,5.0,顶尖AI学者数量
2021,印度,5.0,顶尖AI学者数量
2022,印度,10.0,顶尖AI学者数量
2023,印度,10.0,顶尖AI学者数量
2024,印度,10.0,顶尖AI学者数量
2025,印度,12.0,顶尖AI学者数量
2026,印度,14.99054401213067,顶尖AI学者数量
2027,印度,17.738862607972038,顶尖AI学者数量
2028,印度,20.991049182062596,顶尖AI学者数量
2029,印度,24.839481284766748,顶尖AI学者数量
2030,印度,29.393472672319774,顶尖AI学者数量
2031,印度,34.78237833687206,顶尖AI学者数量
2032,印度,41.15926880285241,顶尖AI学者数量
2033,印度,48.705278057124616,顶尖AI学者数量
2034,印度,57.63474861481086,顶尖AI学者数量
2035,印度,68.20131986509682,顶尖AI学者数量
2016,德国,20.0,顶尖AI学者数量
2017,德国,25.0,顶尖AI学者数量
2018,德国,30.0,顶尖AI学者数量
2019,德国,38.0,顶尖AI学者数量
2020,德国,44.0,顶尖AI学者数量
2021,德国,45.0,顶尖AI学者数量
2022,德国,48.0,顶尖AI学者数量
2023,德国,46.0,顶尖AI学者数量
2024,德国,45.0,顶尖AI学者数量
2025,德国,44.0,顶尖AI学者数量
2026,德国,54.066666666666606,顶尖AI学者数量
2027,德国,56.89696969696979,顶尖AI学者数量
2028,德国,59.727272727272975,顶尖AI学者数量
2029,德国,62.55757575757616,顶尖AI学者数量
2030,德国,65.38787878787934,顶尖AI学者数量
2031,德国,68.21818181818253,顶尖AI学者数量
2032,德国,71.04848484848571,顶尖AI学者数量
2033,德国,73.8787878787889,顶尖AI学者数量
2034,德国,76.70909090909208,顶尖AI学者数量
2035,德国,79.53939393939527,顶尖AI学者数量
2016,日本,10.0,顶尖AI学者数量
2017,日本,12.0,顶尖AI学者数量
2018,日本,14.0,顶尖AI学者数量
2019,日本,16.0,顶尖AI学者数量
2020,日本,17.0,顶尖AI学者数量
2021,日本,15.0,顶尖AI学者数量
2022,日本,16.0,顶尖AI学者数量
2023,日本,18.0,顶尖AI学者数量
2024,日本,20.0,顶尖AI学者数量
2025,日本,22.0,顶尖AI学者数量
2026,日本,22.414033781276032,顶尖AI学者数量
2027,日本,23.846858324533173,顶尖AI学者数量
2028,日本,25.371276651925655,顶尖AI学者数量
2029,日本,26.993143926481878,顶尖AI学者数量
2030,日本,28.718689604468977,顶尖AI学者数量
2031,日本,30.554541362211978,顶尖AI学者数量
2032,日本,32.507750552443554,顶尖AI学者数量
2033,日本,34.585819287957634,顶尖AI学者数量
2034,日本,36.79672925659702,顶尖AI学者数量
2035,日本,39.14897237824721,顶尖AI学者数量
2016,法国,10.0,顶尖AI学者数量
2017,法国,12.0,顶尖AI学者数量
2018,法国,14.0,顶尖AI学者数量
2019,法国,16.0,顶尖AI学者数量
2020,法国,18.0,顶尖AI学者数量
2021,法国,21.0,顶尖AI学者数量
2022,法国,24.0,顶尖AI学者数量
2023,法国,24.0,顶尖AI学者数量
2024,法国,25.0,顶尖AI学者数量
2025,法国,26.0,顶尖AI学者数量
2026,法国,30.43862993855305,顶尖AI学者数量
2027,法国,33.25527464501948,顶尖AI学者数量
2028,法国,36.33255813248479,顶尖AI学者数量
2029,法国,39.6945986626543,顶尖AI学者数量
2030,法国,43.36774628540138,顶尖AI学者数量
2031,法国,47.38078935773217,顶尖AI学者数量
2032,法国,51.76518017302385,顶尖AI学者数量
2033,法国,56.555281468908674,顶尖AI学者数量
2034,法国,61.788635745815895,顶尖AI学者数量
2035,法国,67.50625950695633,顶尖AI学者数量
2016,美国,600.0,顶尖AI学者数量
2017,美国,750.0,顶尖AI学者数量
2018,美国,900.0,顶尖AI学者数量
2019,美国,1050.0,顶尖AI学者数量
2020,美国,1128.0,顶尖AI学者数量
2021,美国,1164.0,顶尖AI学者数量
2022,美国,1146.0,顶尖AI学者数量
2023,美国,1079.0,顶尖AI学者数量
2024,美国,1000.0,顶尖AI学者数量
2025,美国,980.0,顶尖AI学者数量
2026,美国,1192.6666666666715,顶尖AI学者数量
2027,美国,1231.3878787878784,顶尖AI学者数量
2028,美国,1270.1090909091,顶尖AI学者数量
2029,美国,1308.8303030303068,顶尖AI学者数量
2030,美国,1347.5515151515283,顶尖AI学者数量
2031,美国,1386.2727272727352,顶尖AI学者数量
2032,美国,1424.9939393939567,顶尖AI学者数量
2033,美国,1463.7151515151636,顶尖AI学者数量
2034,美国,1502.436363636385,顶尖AI学者数量
2035,美国,1541.157575757592,顶尖AI学者数量
2016,英国,30.0,顶尖AI学者数量
2017,英国,35.0,顶尖AI学者数量
2018,英国,42.0,顶尖AI学者数量
2019,英国,50.0,顶尖AI学者数量
2020,英国,56.0,顶尖AI学者数量
2021,英国,60.0,顶尖AI学者数量
2022,英国,66.0,顶尖AI学者数量
2023,英国,62.0,顶尖AI学者数量
2024,英国,60.0,顶尖AI学者数量
2025,英国,58.0,顶尖AI学者数量
2026,英国,71.20000000000164,顶尖AI学者数量
2027,英国,74.70909090909299,顶尖AI学者数量
2028,英国,78.21818181818344,顶尖AI学者数量
2029,英国,81.7272727272748,顶尖AI学者数量
2030,英国,85.23636363636615,顶尖AI学者数量
2031,英国,88.7454545454566,顶尖AI学者数量
2032,英国,92.25454545454795,顶尖AI学者数量
2033,英国,95.7636363636393,顶尖AI学者数量
2034,英国,99.27272727272975,顶尖AI学者数量
2035,英国,102.78181818182111,顶尖AI学者数量
2016,阿联酋,1.0,顶尖AI学者数量
2017,阿联酋,2.0,顶尖AI学者数量
2018,阿联酋,3.0,顶尖AI学者数量
2019,阿联酋,4.0,顶尖AI学者数量
2020,阿联酋,5.0,顶尖AI学者数量
2021,阿联酋,5.0,顶尖AI学者数量
